,title,authors,language,categories,rating,maturityRating,publisher,published_date,page_count,isbn,price,currency,description,thumbnail,voters,ISBN
912,1 Sample Paper for CBSE Class 10 Science 2020 Exam,['Disha Experts'],en,,4.7,,Disha Publications,2019-10-21,25.0,,0.0,Free,,http://books.google.com/books/content?id=g8K_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,7,Original pages
913,Sonic the Hedgehog #18,['Ian Flynn'],en,"['Comics & Graphic Novels', 'Science Fiction']",4.7,,IDW Publishing,2019-07-03,36.0,,2.12,SAR,"""Victims""! The infection spreads! Sonic's already lost one friend to the spread of the virus and doesn't want to see anyone else corrupted. When Cream the Rabbit's town becomes the latest epicenter, Sonic races to help--but chaos has already started.",,26,Original pages
914,Antiques Knock-Off,['Barbara Allan'],en,"['Fiction', 'Mystery & Detective', 'Private Investigators']",4.3,,Kensington Publishing Corp.,2012-04-01,240.0,,19.89,SAR,"Brandy Borne is pretty sure her ""charmingly eccentric"" (a.k.a. ""off her meds"") mother, Vivian, didn't kill that viperous mousy-haired busybody Connie Grimes. But there's the small matter of her guilty plea. . ..While Mother blithely adapts to life behind bars by organizing a jailhouse theater troupe, seven-months-pregnant Brandy and her intrepid shih tzu, Sushi, trundle into a morass of fake antiques and faux collectibles. In the dog days of summer, they'd better not bark up the wrong tree--or a scheming killer just may put the bite on them!

Don't Miss Brandy Borne's Tips On Antiques!

""If you like laugh-out-loud mysteries, this one will make your day."" --Romantic Times (4.5 stars)

Praise for Barbara Allan and the Trash ‘n' Treasures Mystery Series. . .

""You'll laugh out loud as Brandy and Vivian bumble their way through murder investigations in far-from-serene Serenity, Iowa."" --Mystery Scene

""One of the funniest cozy series going."" --Ellery Queen Mystery Magazine

""A sure-fire winner."" --Publishers Weekly",http://books.google.com/books/content?id=-IuR9snGfJcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,9,9780758277695
915,"Business Process Management: Concepts, Languages, Architectures, Edition 2",['Mathias Weske'],en,"['Business & Economics', 'Business Mathematics']",2.5,,Springer Science & Business Media,2012-05-03,404.0,,71.66,SAR,"Business process management is usually treated from two different perspectives: business administration and computer science. While business administration professionals tend to consider information technology as a subordinate aspect in business process management for experts to handle, by contrast computer science professionals often consider business goals and organizational regulations as terms that do not deserve much thought but require the appropriate level of abstraction.Matthias Weske argues that all communities involved need to have a common understanding of the different aspects of business process management. To this end, he details the complete business process lifecycle from the modeling phase to process enactment and improvement, taking into account all different stakeholders involved. After starting with a presentation of general foundations and abstraction models, he explains concepts like process orchestrations and choreographies, as well as process properties and data dependencies. Finally, he presents both traditional and advanced business process management architectures, covering, for example, workflow management systems, service-oriented architectures, and data-driven approaches. In addition, he shows how standards like WfMC, SOAP, WSDL, and BPEL fit into the picture.This textbook is ideally suited for classes on business process management, information systems architecture, and workflow management. This 2nd edition contains major updates on BPMN Version 2 process orchestration and process choreographies, and the chapter on BPM methodologies has been completely rewritten. The accompanying website www.bpm-book.com contains further information and additional teaching material.",http://books.google.com/books/content?id=bf-eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,9783642286162
916,"Business Process Management: Concepts, Languages, Architectures, Edition 2",['Mathias Weske'],en,"['Computers', 'Information Technology']",2.5,,Springer Science & Business Media,2012-05-03,404.0,,71.66,SAR,"Business process management is usually treated from two different perspectives: business administration and computer science. While business administration professionals tend to consider information technology as a subordinate aspect in business process management for experts to handle, by contrast computer science professionals often consider business goals and organizational regulations as terms that do not deserve much thought but require the appropriate level of abstraction.Matthias Weske argues that all communities involved need to have a common understanding of the different aspects of business process management. To this end, he details the complete business process lifecycle from the modeling phase to process enactment and improvement, taking into account all different stakeholders involved. After starting with a presentation of general foundations and abstraction models, he explains concepts like process orchestrations and choreographies, as well as process properties and data dependencies. Finally, he presents both traditional and advanced business process management architectures, covering, for example, workflow management systems, service-oriented architectures, and data-driven approaches. In addition, he shows how standards like WfMC, SOAP, WSDL, and BPEL fit into the picture.This textbook is ideally suited for classes on business process management, information systems architecture, and workflow management. This 2nd edition contains major updates on BPMN Version 2 process orchestration and process choreographies, and the chapter on BPM methodologies has been completely rewritten. The accompanying website www.bpm-book.com contains further information and additional teaching material.",http://books.google.com/books/content?id=bf-eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2,9783642286162
917,Heart and Brain: An Awkward Yeti Collection,['The Awkward Yeti'],en,"['Psychology', 'Mental Health']",4.7,,Andrews McMeel Publishing,2015-10-20,144.0,,8.95,SAR,"Boasting more than two million pageviews per month, TheAwkwardYeti.com has become a webcomic staple since its creation in 2012.

 In addition to tons of fan favorites, Heart and Brain contains more than 75 brand new comics that have never been seen online.

 From paying taxes and getting up for work to dancing with kittens and starting a band, readers everywhere will relate to the ongoing struggle between Heart and Brain.",http://books.google.com/books/content?id=7bLMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,87,9781449474836
918,Final Option: 'The best one yet',['Clive Cussler'],en,"['Fiction', 'Mystery & Detective', 'International Mystery & Crime']",5.0,,Penguin UK,2019-11-14,400.0,,25.31,SAR,"THE THRILLING NEW OREGON FILES NOVEL FROM THE ADVENTURE KING CLIVE CUSSLER'An all-out nonstop action thriller . . . the best one yet. The story hits the gas pedal and never taps the brakes' Mail Online

 The Oregon crew face their greatest threat - a ship as secretive and powerful as their own and an enemy from their captain's past every bit as wily and canny as Cabrillo himself . . .  When the CIA realizes the identities of three American spies in Brazil have been compromised, they turn to Juan Cabrillo and the crew of the Oregon to rescue the agents. What seems like a routine operation turns out to be a trap designed by Juan Cabrillo's greatest enemy, seeking revenge. At the heart of the plot is a state-of-the-art ship that is identical to the Oregon: same weaponry, same technology, same ability to evade capture. But it doesn't have is Cabrillo and his talented crew - will they be enough to go up against the only ship that rivals their own? In this high-stakes high seas mission packed with page-turning intrigue and exhilarating suspense, Final Option proves once again that no one writes adventure like Cussler.
 __________ 'Cussler is hard to beat' 
 Daily Mail 'The Adventure King' 
 Sunday Express
 
 'Nobody does it better . . . nobody!' 
 Stephen Coonts
 
 'Just about the best storyteller in the business' 
 New York Post",http://books.google.com/books/content?id=CuiZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3,9781405941020
919,Young Justice Vol. 1,['Art Baltazar'],en,,4.1,,DC,2012-01-17,164.0,,10.62,SAR,"Don't call them sidekicks! The Justice League needs a covert team that could operate on the sly, so who better than experienced crime fighters Robin, Kid Flash and Aqualad? Together with Superboy, recently rescued from the top-secret Project Cadmus, and the crush-worthy shape-shifting alien Miss Martian, these teens are ready to stop being sidekicks and start taking down their own villainsãlike League of Shadows and the Jokerãall on their own. But Superboy may have a secret mission of his own to complete ... destroying Superman!  Based on the hit Cartoon Network series!  Collects issues #0-6.",http://books.google.com/books/content?id=8tJOAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,818,9781401244378
920,Salvaged,['Madeleine Roux'],en,,4.0,,Penguin,2019-10-15,368.0,,12.9,SAR,"A WOMAN ON THE RUN. A CAPTAIN ADRIFT IN SPACE. ONE OF THEM IS INFECTED WITH AN ALIEN PARASITE. 

In this dark science fiction thriller, a young woman must confront her past so the human race will have a future.

Rosalyn Devar is on the run from her famous family, the bioengineering job she's come to hate, and her messed-up life. She's run all the way to outer space, where she's taken a position as a ""space janitor,"" cleaning up ill-fated research expeditions. But no matter how far she goes, Rosalyn can't escape herself. After too many mistakes on the job, she's given one last chance: take care of salvaging the Brigantine, a research vessel that has gone dark, with all crew aboard thought dead.

But the Brigantine's crew are very much alive--if not entirely human. Now Rosalyn is trapped on board, alone with a crew infected by a mysterious parasitic alien. The captain, Edison Aries, seems to still maintain some control over himself and the crew, but he won't be able to keep fighting much longer. Rosalyn and Edison must find a way to stop the parasite's onslaught...or it may take over the entire human race.",http://books.google.com/books/content?id=GE-FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1,9780451491848
921,After Anna,['Alex Lake'],en,"['Fiction', 'Thrillers', 'General']",4.1,,HarperCollins UK,2015-07-30,416.0,,5.54,SAR,"No.1 EBOOK BESTSELLER. A SUNDAY TIMES TOP 10 PAPERBACK BESTSELLER. A USA TODAY PAPERBACK BESTSELLER.   The real nightmare starts when her daughter is returned...   A bone-chilling psychological thriller that will suit fans of Gone Girl, The Couple Next Door and The Girl on the Train.  A girl is missing. Five years old, taken from outside her school. She has vanished, traceless. The police are at a loss; her parents are beyond grief. Their daughter is lost forever, perhaps dead, perhaps enslaved. But the biggest mystery is yet to come: one week after she was abducted, their daughter is returned. She has no memory of where she has been. And this, for her mother, is just the beginning of the nightmare.",http://books.google.com/books/content?id=683vCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"1,633",9780008150907
922,Thrawn (Star Wars),['Timothy Zahn'],en,,4.7,,Del Rey,2017-04-11,448.0,,10.62,SAR,"NEW YORK TIMES BESTSELLER • In this definitive novel, readers will follow Thrawn’s rise to power—uncovering the events that created one of the most iconic villains in Star Wars history.

 One of the most cunning and ruthless warriors in the history of the Galactic Empire, Grand Admiral Thrawn is also one of the most captivating characters in the Star Wars universe, from his introduction in bestselling author Timothy Zahn’s classic Heir to the Empire through his continuing adventures in Dark Force Rising, The Last Command, and beyond. But Thrawn’s origins and the story of his rise in the Imperial ranks have remained mysterious. Now, in Star Wars: Thrawn, Timothy Zahn chronicles the fateful events that launched the blue-skinned, red-eyed master of military strategy and lethal warfare into the highest realms of power—and infamy.

Praise for Thrawn

“The origin story of one of the greatest Star Wars villains . . . a book that fans have wanted for decades.”—The Verge

 “A satisfying tale of political intrigue . . . Thrawn’s observations and tactical thinking are utterly captivating.”—New York Daily News

 “Quite the page-turner.”—Flickering Myth",http://books.google.com/books/content?id=6OuvDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,588,9780345542847
923,Eeny Meeny: DI Helen Grace 1,['M. J. Arlidge'],en,"['Fiction', 'Thrillers', 'Suspense']",4.2,,Penguin UK,2014-05-08,464.0,,11.38,SAR,"*** Start a new crime series... now at this special price for a limited time only ***'This is going to be as big as Jo Nesbo' Judy Finnigan 'What a great premise!' Jeffery Deaver, New York Times bestselling author of The Skin Collector and Solitude Creek
 
 Eeny Meeny is the rocket-paced serial-killer thriller debut from M. J. Arlidge. Eeny Meeny was a Richard and Judy Book Club Summer 2014 pick. ******** The girl emerged from the woods, barely alive. Her story was beyond belief. But it was true. Every dreadful word of it. Days later, another desperate escapee is found - and a pattern is emerging. Pairs of victims are being abducted, imprisoned then faced with a terrible choice: kill or be killed. Would you rather lose your life or lose your mind? Detective Inspector Helen Grace has faced down her own demons on her rise to the top. As she leads the investigation to hunt down this unseen monster, she learns that it may be the survivors - living calling cards - who hold the key to the case. And unless she succeeds, more innocents will die . . . Introducing M. J. Arlidge's Detective Inspector Helen Grace, Eeny Meeny is an electrifying début, with the nerve-shredding intensity of Saw and Along Came a Spider. Fans of James Patterson and Mo Hayder should pay attention. Praise for M.J. Arlidge and the DI Helen Grace series: 'M. J. Arlidge has created a genuinely fresh heroine in DI Helen Grace' Daily Mail 'Taut, fast-paced, truly excellent' Sun
 
 'Detective Inspector Helen Grace is one of the greatest heroes to come along in years.' Jeffery Deaver, New York Times bestselling author of The Skin Collector and Solitude Creek 'Gruesomely realistic, intriguing and relentless' Sunday Sport 'Eeny Meeny debuts one of the best new series detectives, Helen Grace. Determined, tough and damaged, she must unravel a terrifying riddle of a killer kidnapping victims in pairs. Mesmerizing!' Lisa Gardner'A gripping debut ... D.I. Helen Grace is a flawed but winning heroine ... and, boy, the pages fly by' USA Today'A fast-paced, twisting police procedural and thriller that's sure to become another bestseller' Huffington Post",http://books.google.com/books/content?id=4QZaAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,278,9781405914895
924,Once Missed (A Riley Paige Mystery—Book 16),['Blake Pierce'],en,"['Fiction', 'Mystery & Detective', 'General']",4.4,,Blake Pierce,2019-10-29,250.0,,8.5,SAR,"“A masterpiece of thriller and mystery! The author did a magnificent job developing characters with a psychological side that is so well described that we feel inside their minds, follow their fears and cheer for their success. The plot is very intelligent and will keep you entertained throughout the book. Full of twists, this book will keep you awake until the turn of the last page.”--Books and Movie Reviews, Roberto Mattos (re Once Gone) ONCE MISSED is book #16 in the bestselling Riley Paige mystery series, which begins with the #1 bestseller ONCE GONE (Book #1)—a free download with over 1,000 five star reviews! A serial killer is striking seemingly at random, first killing a man in his 50s, then a woman in her 50s. The only thing that links them is the lone souvenir he took: a dining chair. What is the meaning? Are the murders random after all? FBI Special Agent Riley Paige must fend off her own demons and her own dysfunctional family life as she races against time to enter the mind of a diabolical killer who is sure to strike again. Will she stop him in time? An action-packed psychological suspense thriller with heart-pounding suspense, ONCE MISSED is book #16 in a riveting series—with a beloved character—that will leave you turning pages late into the night.
BOOK #17--ONCE CHOSEN--is also now available for pre-order!",http://books.google.com/books/content?id=IPmFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,14,9781640297579
925,Twas The Nightshift Before Christmas: Festive hospital diaries from the author of million-copy hit This is Going to Hurt,['Adam Kay'],en,"['Medical', 'General']",4.7,,Pan Macmillan,2019-10-17,112.0,,11.29,SAR,"A short gift book of festive hospital diaries from the author of million-copy bestseller This is Going to HurtChristmas is coming, the goose is getting fat . . . but 1.4 million NHS staff are heading off to work. In this perfect present for anyone who has ever set foot in a hospital, Adam Kay delves back into his diaries for a hilarious, horrifying and sometimes heartbreaking peek behind the blue curtain at Christmastime.Twas the Nightshift Before Christmas is a love letter to all those who spend their festive season on the front line, removing babies and baubles from the various places they get stuck, at the most wonderful time of the year.'The perfect surgical stocking-filler' The Times",http://books.google.com/books/content?id=5y-UDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,47,9781529018592
926,The Jump,['Doug Johnstone'],en,,4.1,,Faber & Faber,2015-08-04,304.0,,8.85,SAR,"Struggling to come to terms with the suicide of her teenage son, Ellie lives in the shadows of the Forth Road Bridge, lingering on its footpaths and swimming in the waters below. One day she talks down another suicidal teenager, Sam, and sees for herself a shot at redemption, the chance to atone for her son's death. But even with the best intentions, she can't foresee the situation she's falling headlong into - a troubled family, with some very dark secrets of their own. From #1 bestselling author of Gone Again, The Jump is a hugely moving contemporary thriller, and a stunning portrait of an unlikely heroine.",http://books.google.com/books/content?id=iAxjDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,92,9780571321599
927,Maigret Goes to School,['Georges Simenon'],en,,4.0,,Penguin,2018-01-02,176.0,,12.9,SAR,"“One of the greatest writers of the twentieth century . . . Simenon was unequaled at making us look inside, though the ability was masked by his brilliance at absorbing us obsessively in his stories.” —The Guardian

Inspector Maigret becomes entangled in the dramas of a small town on his quest to solve the murder of their former postmistress

 Maigret is called from his usual duties in Paris to investigate a murder in a small village located close to La Rochelle. A local postmistress has been killed and suspicion has fallen on the local schoolmaster. When Maigret gets there, he discovers a very inward-looking community of people who hated the victim because she knew all their secrets. Maigret must determine if one of those secrets was enough to make someone into a killer.",http://books.google.com/books/content?id=TJlPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,9781524705398
928,Shattered Bonds,['Faith Hunter'],en,"['Fiction', 'Fantasy', 'Urban']",4.8,,Penguin,2019-10-29,400.0,,8.49,SAR,"Jane Yellowrock must dig deep and find strength within herself if she is to survive in the latest novel in this New York Times bestselling series.

Jane Yellowrock is vampire-killer-for-hire, but her last battle with an ancient arcane enemy has brought her low. She seeks retreat in the Appalachian Mountains to grieve the loss of her friends, and to heal—or to die—from the disease brought on by her magic. 

 But malevolent elements in the paranormal community still seek to destroy Jane, and a terrifying foe stalks her, even into the safety of the hills. With nowhere to run and her body failing, the rogue-vampire hunter and her inner Beast must discover a way to defeat this new threat, and find a form that gives her a chance to fight another day.",http://books.google.com/books/content?id=D47-Km6fyNkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,13,9780399587993
929,Sonic the Hedgehog #22,['Ian Flynn'],en,"['Comics & Graphic Novels', 'Science Fiction']",4.2,,IDW Publishing,2019-10-23,34.0,,2.12,SAR,"""The Last Minute,"" Part Two! As the Metal Virus spreads faster and faster, it's getting harder for the Restoration to keep up... good thing they've got Amy Rose keeping relief efforts organized! Just as long as nothing happens to the Restoration base, everything will be... Oh... That might be a problem.",,20,Original pages
930,Riley Paige Mystery Bundle: Once Gone (#1) and Once Taken (#2),['Blake Pierce'],en,"['Fiction', 'Mystery & Detective', 'Women Sleuths']",4.5,,Blake Pierce,2016-06-16,250.0,,4.04,SAR,"A bundle of books #1 (ONCE GONE) and #2 (ONCE TAKEN) in Blake Pierce’s Riley Paige Mystery series—a #1 bestseller with over 400 five star reviews! This bundle offers books one and two in one convenient file, with over 100,000 words of reading. In ONCE GONE, women are turning up dead in the rural outskirts of Virginia, killed in grotesque ways, and when the FBI is called in, they are stumped. A serial killer is out there, his frequency increasing, and they know there is only one agent good enough to crack this case: Special Agent Riley Paige. Riley is on paid leave herself, recovering from her encounter with her last serial killer, and, fragile as she is, the FBI is reluctant to tap her brilliant mind. Yet Riley, needing to battle her own demons, comes on board, and her hunt leads her through the disturbing subculture of doll collectors, into the homes of broken families, and into the darkest canals of the killer’s mind. As Riley peels back the layers, she realizes she is up against a killer more twisted than she could have imagined. In ONCE TAKEN, women are being murdered in upstate New York, their bodies found mysteriously hanging in chains. With the FBI called in, given the bizarre nature of the murders—and the lack of any clues—there is only one agent they can turn to: Special Agent Riley Paige. Riley, reeling from her last case, is reluctant to take on a new one, since she is still convinced a former serial killer is out there, stalking her. She knows, though, that her ability to enter a serial killer’s mind and her obsessive nature is what will be needed to crack this case, and she just can’t refuse—even if it will push her over the edge. Dark psychological thrillers with heart-pounding suspense, the Riley Paige mysteries are a riveting new series—with a beloved new character—that will leave you turning pages late into the night. Book #3 in the series, ONCE CRAVED, is now also available.",http://books.google.com/books/content?id=9_skDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,45,9781632917072
931,Maigret Goes to School,['Georges Simenon'],en,"['Fiction', 'Mystery & Detective', 'General']",4.0,,Penguin,2018-01-02,176.0,,12.9,SAR,"“One of the greatest writers of the twentieth century . . . Simenon was unequaled at making us look inside, though the ability was masked by his brilliance at absorbing us obsessively in his stories.” —The Guardian

Inspector Maigret becomes entangled in the dramas of a small town on his quest to solve the murder of their former postmistress

 Maigret is called from his usual duties in Paris to investigate a murder in a small village located close to La Rochelle. A local postmistress has been killed and suspicion has fallen on the local schoolmaster. When Maigret gets there, he discovers a very inward-looking community of people who hated the victim because she knew all their secrets. Maigret must determine if one of those secrets was enough to make someone into a killer.",http://books.google.com/books/content?id=TJlPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,9781524705398
932,Shall We Tell the President?,['Jeffrey Archer'],en,"['Fiction', 'Mystery & Detective', 'International Mystery & Crime']",4.5,,Pan Macmillan,2011-04-01,200.0,,11.29,SAR,"Shall We Tell the President is an enthralling, fast-paced thriller from the bestselling author of Kane and Abel, Jeffrey Archer.6 days, 13 hours and 37 minutes to go . . . At the end of The Prodigal Daughter, Florentyna Kane is elected President – the first woman President of the United States. At 7.30 one evening the FBI learn of a plot to kill her – the 1572nd such threat of the year. At 8.30 five people know all the details. By 9.30 four of them are dead. FBI agent Mark Andrews alone knows when. He also knows that a senator is involved. He has six days to learn where – and how. Six days to prevent certain death of the President.",http://books.google.com/books/content?id=k3DPjJ_3Ih8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,47,9780330524759
933,All-New Wolverine Vol. 1: The Four Sisters,['Tom Taylor'],en,,4.5,,Marvel Entertainment,2016-05-11,136.0,,19.13,SAR,"Now SHE'S the best there is! X-23 was created to be a weapon and, for a time, that's all she was. But with the help of her mentor, Logan - the original Wolverine -she escaped that dark past. Now the man she knew has fallen, but Laura will honor his memory as the All-New Wolverine. But with the famous cowl comes a world of misery and mystery...like the devastating secret of the Four Sisters. Uncovering it will involve new friends Dr. Strange and the Wasp, and lethal new enemies like the Taskmaster! But after recent events, Laura is growing used to doing everything in her power to save those around her from forces hell-bent on destruction. If anyone can stop them, it's Laura. After all, it's what Wolverine does. COLLECTING: ALL-NEW WOLVERINE 1-6.",http://books.google.com/books/content?id=AdS-CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,42,9781302486112
934,One Small Step Can Change Your Life: The Kaizen Way,['Robert Maurer'],en,"['Self-Help', 'Motivational & Inspirational']",4.4,,Workman Publishing,2014-04-22,228.0,,10.58,SAR,"Improve your life fearlessly with this essential guide to kaizen—the art of making great and lasting change through small, steady steps.

 Written by psychologist and kaizen expert Dr. Robert Maurer, One Small Step Can Change Your Life is the simple but potent guide to easing into new habits—and turning your life around. Learn how to overcome fear and procrastination with his 7 Small Steps—including how to Think Small Thoughts, Take Small Actions, and Solve Small Problems—to steadily build your confidence and make insurmountable-seeming goals suddenly feel doable.

 The science is irrefutable: Small steps circumvent our brains’ built-in resistance to new behaviors. Throughout this book, Dr. Maurer also shows how to visualize virtual change so that real change can come more easily. Why small rewards lead to big returns. And how great discoveries are made by paying attention to the little details most of us overlook. His simple regiment is your path to continuous improvement for anything from losing weight to quitting smoking, paying off debt, or conquering shyness and meeting new people. Rooted in the two-thousand-year-old wisdom of the Tao Te Ching—“The journey of a thousand miles begins with a single step”—here is the way to change your life without fear, without failure, and start on a new path of easy, continuous improvement.",,186,9780761181347
935,It,['Stephen King'],en,"['Fiction', 'Thrillers', 'Supernatural']",4.5,,Simon and Schuster,2016-01-01,1168.0,,5.31,SAR,"It: Chapter Two—now a major motion picture!
 
 Stephen King’s terrifying, classic #1 New York Times bestseller, “a landmark in American literature” (Chicago Sun-Times)—about seven adults who return to their hometown to confront a nightmare they had first stumbled on as teenagers…an evil without a name: It.

Welcome to Derry, Maine. It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real.
 
They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But the promise they made twenty-eight years ago calls them reunite in the same place where, as teenagers, they battled an evil creature that preyed on the city’s children. Now, children are being murdered again and their repressed memories of that terrifying summer return as they prepare to once again battle the monster lurking in Derry’s sewers.
 
Readers of Stephen King know that Derry, Maine, is a place with a deep, dark hold on the author. It reappears in many of his books, including Bag of Bones, Hearts in Atlantis, and 11/22/63. But it all starts with It.
 
“Stephen King’s most mature work” (St. Petersburg Times), “It will overwhelm you…to be read in a well-lit room only” (Los Angeles Times).",http://books.google.com/books/content?id=gnH-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"4,260",9781501141232
936,Now or Never: A Novel,['Elizabeth Adler'],en,,4.5,,Island Books,2010-07-07,448.0,,8.49,SAR,"She can keep the doors locked.  The lights on.  Her fingers crossed.   But she can't stop the memories of a terrifying crime.  Or keep it from happening again.

The murderer took his time choosing his pretty victims.  Then he took his time killing them.  What was left when he finished made even veteran Boston cop Harry Jordan feel sick.  But this time the killer made a mistake.  His victim was found alive.

Armed with a police sketch of the man, Harry wanted national publicity, the kind he could get from Mallory Malone, the ""TV detective.""  Her top-rated show reenacted heinous crimes and often jogged witnesses' memories enough to shake loose the clue that could break the case.  

But not this time.

This case was different for self-made career woman Mallory Malone.  This cop was different.  The case scared her; the cop was falling in love with her.  Her instincts told her to run.  But the killer already knew her name.  Her address.  And a secret that could destroy them both.

Elizabeth Adler was born in Yorkshire, England.  She is married to an American lawyer and has one daughter.  They have lived in Brazil, England, France, and Ireland and currently live in California.  She is the internationally acclaimed author of Léonie, Peach, The Rich Shall Inherit, The Property of a Lady, Fortune Is a Woman, and The Secret of the Villa Mimosa.",http://books.google.com/books/content?id=g5FwergO_24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,14,9780307574961
937,Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,['Tom Taylor'],en,,4.7,,DC,2016-03-08,400.0,,26.57,SAR,"Inspired by the video game phenomenon, INJUSTICE: GODS AMONG US YEAR ONE-THE COMPLETE EDITION collects the initial year of the best-selling series in its entirety for the first time! Superman is Earth's greatest hero. But when the Man of Steel can't protect the thing he holds most dear, he decides to stop trying to save the world-and start ruling it. Now, the Last Son of Krypton is enforcing peace on Earth by any means necessary. Only one man stands between Superman and absolute power: Batman. And the Dark Knight will use any method at his disposal to stop his former friend from reshaping the world in his shattered image. Written by Tom Taylor (EARTH 2) with art by Jheremy Raapack (RESIDENT EVIL), Mike S. Miller (A Game of Thrones) and more, this thrilling graphic novel collects INJUSTICE: GODS AMONG US digital chapters 1-36 and in single magazine form as INJUSTICE: GODS AMONG US 1-12 and INJUSTICE: GODS AMONG US ANNUAL 1.",http://books.google.com/books/content?id=UBlCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,391,9781401267452
938,Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,['André Aciman'],en,"['Fiction', 'General']",4.6,,Faber & Faber,2019-10-29,256.0,,11.38,SAR,"In Find Me, Aciman shows us Elio's father, Samuel, on a trip from Florence to Rome to visit Elio, now a gifted classical pianist. A chance encounter on the train upends Sami's visit and changes his life forever.
Elio soon moves to Paris, where he, too, has a consequential affair, while Oliver, a New England college professor with a family, suddenly finds himself contemplating a return trip across the Atlantic.Aciman is a master of sensibility, of the intimate details and the nuances of emotion that are the substance of passion. Find Me brings us back inside the world of one of our greatest contemporary romances to show us that in fact true love never dies.",http://books.google.com/books/content?id=OtOQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,13,9780571356515
939,Summary: Think and Grow Rich,['Nine99 Innovation Lab'],en,"['Business & Economics', 'Accounting', 'General']",,,Nine99 Innovation Lab (OPC) Pvt Ltd,2019-07-01,14.0,,1.06,SAR,"Must-read summary of Napoleon Hill's book: ""Think and Grow Rich” : Money-making secrets that can change your life | Key Takeaways
This book will teach you that secret—and the secrets of other great men. It will show you not only what to do but also how to do it. If you learn and apply the simple basic techniques revealed here, you will have mastered the secret of true and lasting success—and you may have whatever you want in life!
Added-Value of this summary: • Save time • Understand the key concepts • Expand your knowledge",http://books.google.com/books/content?id=VU5yPTkPt1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,"Flowing text, Google-generated PDF"
940,Heart and Brain: An Awkward Yeti Collection,['The Awkward Yeti'],en,"['Humor', 'Form', 'Comic Strips & Cartoons']",4.7,,Andrews McMeel Publishing,2015-10-20,144.0,,8.95,SAR,"Boasting more than two million pageviews per month, TheAwkwardYeti.com has become a webcomic staple since its creation in 2012.

 In addition to tons of fan favorites, Heart and Brain contains more than 75 brand new comics that have never been seen online.

 From paying taxes and getting up for work to dancing with kittens and starting a band, readers everywhere will relate to the ongoing struggle between Heart and Brain.",http://books.google.com/books/content?id=7bLMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,87,9781449474836
941,Sword of Destiny: Witcher 2: Tales of the Witcher,['Andrzej Sapkowski'],en,,4.8,,Hachette UK,2015-05-21,400.0,,11.69,SAR,"Geralt is a witcher, a man whose magic powers, enhanced by long training and a mysterious elixir, have made him a brilliant fighter and a merciless assassin. Yet he is no ordinary murderer: his targets are the multifarious monsters and vile fiends that ravage the land and attack the innocent. He roams the country seeking assignments, but gradually comes to realise that while some of his quarry are unremittingly vile, vicious grotesques, others are the victims of sin, evil or simple naivety.In this collection of short stories, following the adventures of the hit collection THE LAST WISH, join Geralt as he battles monsters, demons and prejudices alike . . .",http://books.google.com/books/content?id=47Y6jgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,383,9781473211551
